ticket_id,text,category,priority
TKT-10832,We would love a dark mode option for the web interface.,Feature Request,Medium
TKT-10543,"Hello, I was charged twice for my subscription this month. Please refund immediately. This is affecting my work.",Billing,High
TKT-11600,Urgent: It would be great to have a calendar view for task management.,Feature Request,Medium
TKT-10350,Could you support emoji reactions on comments?,Feature Request,Low
TKT-11932,"Hi support team, Please add the ability to pin important messages.",Feature Request,Low
TKT-11510,Urgent: I would like to downgrade my plan and understand the billing impact. Thanks in advance.,Billing,Medium
TKT-10978,"Hi support team, I keep getting a 404 error when trying to access the reports section.",Technical Issue,Medium
TKT-10175,"Hi support team, Dark mode has a small color inconsistency on the settings page. This is affecting my work.",Technical Issue,Low
TKT-10482,Urgent: I need to update my billing information and payment method. Please help.,Billing,Medium
TKT-11412,I have a question about my invoice from last month.,Billing,Medium
TKT-11610,"Hello, Your service is completely down. We cannot access the platform at all. This is affecting my work.",Technical Issue,High
TKT-10123,Urgent: Dashboard widgets are not loading properly on Chrome browser. Thanks in advance.,Technical Issue,Medium
TKT-10599,"Good morning, Can you explain the charge on my latest billing statement? Please help.",Billing,Medium
TKT-11794,Please add the ability to pin important messages.,Feature Request,Low
TKT-11745,Minor lag when switching between tabs in the dashboard. Thanks in advance.,Technical Issue,Low
TKT-11378,Urgent: Dashboard widgets are not loading properly on Chrome browser. Please help.,Technical Issue,Medium
TKT-11185,Urgent: The mobile app crashes whenever I try to upload an image.,Technical Issue,Medium
TKT-10485,Urgent: I suspect my account has been compromised with logins from unknown locations. This is affecting my work.,Account,High
TKT-10331,"Good morning, I forgot my password and the reset email is not arriving.",Account,Medium
TKT-10788,Urgent: Can you explain how your data backup and recovery process works? Thanks in advance.,General Query,Medium
TKT-10194,"Good morning, Where can I find my account ID?",Account,Low
TKT-10637,"Hi support team, How do I add a team member with limited permissions to my account?",Account,Medium
TKT-10471,Urgent: How do I add a team member with limited permissions to my account?,Account,Medium
TKT-11713,I keep getting a 404 error when trying to access the reports section. Thanks in advance.,Technical Issue,Medium
TKT-10322,"Good morning, How do I change my display name on my profile? Thanks in advance.",Account,Low
TKT-11196,Urgent: I suspect my account has been compromised with logins from unknown locations. Please help.,Account,High
TKT-10266,Legal team needs your data processing agreement urgently for contract signing. Please help.,General Query,High
TKT-11543,I have a question about my invoice from last month.,Billing,Medium
TKT-11803,What integrations do you support with third-party tools?,General Query,Medium
TKT-10067,Do you offer annual billing discounts? Please help.,Billing,Low
TKT-11737,Double billing occurred on my account. Need immediate resolution. This is affecting my work.,Billing,High
TKT-11592,"Hi support team, Can you add keyboard shortcuts for common actions? Thanks in advance.",Feature Request,Medium
TKT-11563,Urgent: The export feature is not working correctly. Files download but are empty. Thanks in advance.,Technical Issue,Medium
TKT-10480,"Good morning, API returning 500 errors for all requests. Our entire workflow is blocked. This is affecting my work.",Technical Issue,High
TKT-11756,Do you have a public API documentation page? This is affecting my work.,General Query,Low
TKT-11912,"The UI looks slightly broken on Safari, minor layout issue. Please help.",Technical Issue,Low
TKT-11440,"Good morning, My credit card was billed without authorization. This needs urgent attention.",Billing,High
TKT-11460,Can I add a profile picture to my account?,Account,Low
TKT-10887,The export feature is not working correctly. Files download but are empty. Thanks in advance.,Technical Issue,Medium
TKT-10422,Urgent: How do I update my notification preferences? Please help.,Account,Low
TKT-11674,My account has been locked and I cannot access critical business data.,Account,High
TKT-11449,Login is broken for all users in our organization. Please help.,Technical Issue,High
TKT-10764,I need to update my company details and billing address.,Account,Medium
TKT-10519,Urgent: I need to update my billing information and payment method. Thanks in advance.,Billing,Medium
TKT-11431,"Hello, I was charged twice for my subscription this month. Please refund immediately. Please help.",Billing,High
TKT-10613,"Hello, Where can I find my account ID? This is affecting my work.",Account,Low
TKT-11530,Can you add keyboard shortcuts for common actions? Thanks in advance.,Feature Request,Medium
TKT-11782,"Hello, Double billing occurred on my account. Need immediate resolution. Thanks in advance.",Billing,High
TKT-11658,Your service is completely down. We cannot access the platform at all.,Technical Issue,High
TKT-10453,"Hello, Login is broken for all users in our organization. Thanks in advance.",Technical Issue,High
TKT-10730,"Good morning, The mobile app crashes whenever I try to upload an image. This is affecting my work.",Technical Issue,Medium
TKT-10534,Urgent: We need audit logs for compliance or we cannot use your service. Thanks in advance.,Feature Request,High
TKT-10965,Urgent: My credit card was billed without authorization. This needs urgent attention. This is affecting my work.,Billing,High
TKT-11284,Urgent: Can you explain the charge on my latest billing statement?,Billing,Medium
TKT-11739,"Hello, Is there a mobile app available for iOS and Android? Thanks in advance.",General Query,Low
TKT-10261,"Hi support team, Dark mode has a small color inconsistency on the settings page.",Technical Issue,Low
TKT-10535,"Hi support team, I would like to downgrade my plan and understand the billing impact.",Billing,Medium
TKT-10968,"Hello, Your service is completely down. We cannot access the platform at all. Thanks in advance.",Technical Issue,High
TKT-10240,Urgent: I need to update my company details and billing address. This is affecting my work.,Account,Medium
TKT-10819,"Hi support team, Double billing occurred on my account. Need immediate resolution. Thanks in advance.",Billing,High
TKT-10692,"Hi support team, What integrations do you support with third-party tools? This is affecting my work.",General Query,Medium
TKT-10420,"Good morning, All admin users have been accidentally removed and we are locked out. Thanks in advance.",Account,High
TKT-11085,"Hello, We would love a dark mode option for the web interface. Thanks in advance.",Feature Request,Medium
TKT-11998,"Hello, Login is broken for all users in our organization. This is affecting my work.",Technical Issue,High
TKT-10365,"Good morning, Can you explain how your data backup and recovery process works? Thanks in advance.",General Query,Medium
TKT-11022,Urgent: My account has been locked and I cannot access critical business data.,Account,High
TKT-11240,"Hi support team, Can I get a receipt for my last payment?",Billing,Low
TKT-10588,Urgent: API returning 500 errors for all requests. Our entire workflow is blocked. Please help.,Technical Issue,High
TKT-10736,Urgent: I forgot my password and the reset email is not arriving. This is affecting my work.,Account,Medium
TKT-11761,"Hi support team, All admin users have been accidentally removed and we are locked out. This is affecting my work.",Account,High
TKT-10941,Urgent: We are evaluating your platform for 500 users and need urgent response for a board decision tomorrow.,General Query,High
TKT-10071,"Hello, Could you add drag and drop support for file attachments? Thanks in advance.",Feature Request,Low
TKT-11407,"Good morning, Can you explain the charge on my latest billing statement? This is affecting my work.",Billing,Medium
TKT-10259,"Good morning, Critical bug: all our user data appears corrupted after the last update. This is affecting my work.",Technical Issue,High
